"공간정보관리번호","X 좌표 최소값","Y 좌표 최소값","X 좌표 최대값","Y 좌표 최대값","제설함번호","관리기관명","위치상세정보","비고"
"930","205417.2","555374.5","205417.2","555374.5","동대문구-10","동대문구","이문로  128","이문로"
"931","205449.4","555447.0","205449.4","555447.0","동대문구-11","동대문구","이문로 136","이문로"
"932","205473.4","555757.1","205473.4","555757.1","동대문구-12","동대문구","이문로 167","이문로"
"933","204767.6","554272.0","204767.6","554272.0","동대문구-13","동대문구","망우로 4","망우로"
"934","206102.7","554704.6","206102.7","554704.6","동대문구-14","동대문구","휘경동 7-14 (중랑교동부간선도로 입구) -","-"
"935","206238.1","551290.9","206238.1","551290.9","동대문구-15","동대문구","장안동 467 (동부간선도로 출구) -","-"
"936","206280.6","551323.1","206280.6","551323.1","동대문구-16","동대문구","장안벚꽃로 9","장안벚꽃로"
"937","206675.2","552490.2","206675.2","552490.2","동대문구-17","동대문구","답십리로 (유일카센터) 318","답십리로"
"938","206723.5","553405.1","206723.5","553405.1","동대문구-18","동대문구","장안동 481-1 (동부간선도로 입구) -","-"
"939","206683.7","553440.8","206683.7","553440.8","동대문구-19","동대문구","장안동 283-1 (동부간선도로 출구) -","-"
"940","205923.5","553240.2","205923.5","553240.2","동대문구-20","동대문구","사가정로 195","사가정로"
"941","205901.6","553237.5","205901.6","553237.5","동대문구-21","동대문구","사가정로  187","사가정로"
"942","205633.0","553177.6","205633.0","553177.6","동대문구-22","동대문구","사가정로(배봉차도육교 상판 A) 166","사가정로"
"943","205618.3","553175.3","205618.3","553175.3","동대문구-23","동대문구","사가정로(배봉차도육교 상판 B) 166","사가정로"
"944","205534.1","553203.5","205534.1","553203.5","동대문구-24","동대문구","전농로 16길 (배봉근린공원입구) 97","전농로"
"945","205463.0","553173.9","205463.0","553173.9","동대문구-25","동대문구","사가정로 153 153","사가정로"
"946","204901.1","553516.6","204901.1","553516.6","동대문구-26","동대문구","전농로 190 190","전농로"
"947","204678.1","553893.6","204678.1","553893.6","동대문구-27","동대문구","전농로 232 232","전농로"
"948","204588.1","554028.4","204588.1","554028.4","동대문구-28","동대문구","왕산로 286 (교통섬) 286","왕산로"
"949","204441.3","554058.7","204441.3","554058.7","동대문구-29","동대문구","제기로 153 153","제기로"
"950","203967.6","554147.1","203967.6","554147.1","동대문구-30","동대문구","제기로 105 105","제기로"
"951","203793.9","554290.1","203793.9","554290.1","동대문구-31","동대문구","홍릉로 90","홍릉로"
"952","203770.3","554622.4","203770.3","554622.4","동대문구-32","동대문구","회기로 (교통섬) 56","회기로"
"953","203935.5","554119.9","203935.5","554119.9","동대문구-33","동대문구","제기로 102","제기로"
"954","204074.1","554134.3","204074.1","554134.3","동대문구-34","동대문구","홍릉로 10길 (제기로) 48","홍릉로"
"955","204552.3","553985.2","204552.3","553985.2","동대문구-35","동대문구","왕산로 (교통섬) 280","왕산로"
"956","204656.2","553868.2","204656.2","553868.2","동대문구-36","동대문구","전농로  229","전농로"
"957","204697.4","553732.8","204697.4","553732.8","동대문구-37","동대문구","서울시립대로  147","서울시립대로"
"958","204349.2","553201.0","204349.2","553201.0","동대문구-38","동대문구","서울시립대로  75","서울시립대로"
"959","204019.0","552674.4","204019.0","552674.4","동대문구-39","동대문구","서울시립대로  19","서울시립대로"
"960","204129.4","552571.6","204129.4","552571.6","동대문구-40","동대문구","서울시립대로  14","서울시립대로"
"961","204307.4","553086.3","204307.4","553086.3","동대문구-41","동대문구","서울시립대로  72","서울시립대로"
"962","204719.5","553724.6","204719.5","553724.6","동대문구-42","동대문구","전농로  211","전농로"
"963","204820.8","553602.8","204820.8","553602.8","동대문구-43","동대문구","전농로  197","전농로"
"964","204906.6","552938.3","204906.6","552938.3","동대문구-44","동대문구","사가정로  (건너편) 90","사가정로"
"965","204669.1","552694.8","204669.1","552694.8","동대문구-45","동대문구","답십리로 41길  (101동앞) 33","답십리로"
"966","205138.3","553096.6","205138.3","553096.6","동대문구-46","동대문구","사가정로  (교통섬) 122","사가정로"
"967","205312.0","553130.3","205312.0","553130.3","동대문구-47","동대문구","사가정로  138","사가정로"
"968","205522.6","553165.8","205522.6","553165.8","동대문구-48","동대문구","사가정로  158-1","사가정로"
"969","205558.6","553172.4","205558.6","553172.4","동대문구-49","동대문구","사가정로  162","사가정로"
"970","206499.1","552532.8","206499.1","552532.8","동대문구-50","동대문구","답십리로  297","답십리로"
"971","205746.7","552590.6","205746.7","552590.6","동대문구-51","동대문구","답십리로  221","답십리로"
"972","205602.8","552594.0","205602.8","552594.0","동대문구-52","동대문구","답십리로  209","답십리로"
"973","205390.3","552600.0","205390.3","552600.0","동대문구-53","동대문구","답십리로  187","답십리로"
"974","205248.4","552596.7","205248.4","552596.7","동대문구-54","동대문구","답십리로  173","답십리로"
"975","204848.6","552590.0","204848.6","552590.0","동대문구-55","동대문구","답십리로  133","답십리로"
"976","204743.8","552589.2","204743.8","552589.2","동대문구-56","동대문구","답십리로 41길  33","답십리로"
"977","204320.8","552289.4","204320.8","552289.4","동대문구-57","동대문구","천호대로 (기업은행) 233","천호대로"
"978","202644.9","552306.6","202644.9","552306.6","동대문구-58","동대문구","청계천로  471","청계천로"
"979","202477.3","552414.3","202477.3","552414.3","동대문구-59","동대문구","무학로 19길 (용신교 상판) 37","무학로"
"980","202076.9","552525.7","202076.9","552525.7","동대문구-60","동대문구","난계로 234","난계로"
"981","202075.0","552856.6","202075.0","552856.6","동대문구-61","동대문구","천호대로 (교통섬) 2","천호대로"
"982","202109.1","553226.2","202109.1","553226.2","동대문구-62","동대문구","안암로 (교차로) 6","안암로"
"983","202578.3","553641.3","202578.3","553641.3","동대문구-63","동대문구","안암로  (교통섬) 70","안암로"
"984","202897.3","554074.1","202897.3","554074.1","동대문구-64","동대문구","안암로  122-1","안암로"
"985","203382.3","554096.6","203382.3","554096.6","동대문구-65","동대문구","제기로  46","제기로"
"986","203420.7","554098.2","203420.7","554098.2","동대문구-66","동대문구","고산자로  (횡단보도) 518","고산자로"
"987","203897.4","553734.4","203897.4","553734.4","동대문구-67","동대문구","홍릉로  33","홍릉로"
"988","203014.9","553693.4","203014.9","553693.4","동대문구-68","동대문구","약령시로  37","약령시로"
"989","202789.3","553527.2","202789.3","553527.2","동대문구-69","동대문구","왕산로 19길  69","왕산로"
"990","202729.2","553126.6","202729.2","553126.6","동대문구-70","동대문구","왕산로 (교통섬) 농협 68","왕산로"
"991","203365.8","553165.5","203365.8","553165.5","동대문구-71","동대문구","왕산로  (교통섬) 128","왕산로"
"992","203403.2","553169.0","203403.2","553169.0","동대문구-72","동대문구","왕산로  (교통섬) 136","왕산로"
"993","204007.2","553048.5","204007.2","553048.5","동대문구-73","동대문구","전농동624-23(답십리 굴다리 지하차도) -","-"
"994","204071.6","552995.6","204071.6","552995.6","동대문구-74","동대문구","답십리로  (교통섬) 42","답십리로"
"995","204624.5","552626.6","204624.5","552626.6","동대문구-75","동대문구","답십리로 (레미안 101동앞) 130","답십리로"
"996","204681.6","552593.4","204681.6","552593.4","동대문구-76","동대문구","답십리로 (레미안 103동앞) 130","답십리로"
"997","204720.1","552583.6","204720.1","552583.6","동대문구-77","동대문구","답십리로 (버스정류장) 130","답십리로"
"998","205206.4","552585.4","205206.4","552585.4","동대문구-78","동대문구","답십리로 170","답십리로"
"999","205408.6","552580.8","205408.6","552580.8","동대문구-79","동대문구","답십리로 (버스정류장) 184","답십리로"
"1000","205587.2","552578.2","205587.2","552578.2","동대문구-80","동대문구","답십리로 건너편 209","답십리로"
"1001","205679.2","552567.8","205679.2","552567.8","동대문구-81","동대문구","답십리로 210-3","답십리로"
"1002","206674.3","553469.6","206674.3","553469.6","동대문구-82","동대문구","장안동283-1 앞장안지하차도 -","-"
"1003","206720.8","553359.3","206720.8","553359.3","동대문구-83","동대문구","장안벚꽃로 앞(장안지하차도 은석초교 앞) 205","장안벚꽃로"
"1004","206564.4","551937.3","206564.4","551937.3","동대문구-84","동대문구","장안벚꽃로(구민회관앞) 77","장안벚꽃로"
"1005","206479.1","551714.0","206479.1","551714.0","동대문구-85","동대문구","장안로12길(서광아침의빛101동 맞은편) 89","장안로"
"1006","206543.5","551852.5","206543.5","551852.5","동대문구-86","동대문구","장안벚꽃로(맞은편) 77","장안벚꽃로"
"1007","206654.7","552102.7","206654.7","552102.7","동대문구-87","동대문구","장안벚꽃로(현대홈타운117동맞은편) 107","장안벚꽃로"
"1008","206799.1","552527.5","206799.1","552527.5","동대문구-88","동대문구","장안벚꽃로(맞은편) 139","장안벚꽃로"
"1009","206792.6","552733.2","206792.6","552733.2","동대문구-89","동대문구","장안벚꽃로(레미안아파203동맞은편) 167","장안벚꽃로"
"1010","206760.6","553054.6","206760.6","553054.6","동대문구-90","동대문구","장안동329-1힐스테이트아1007동맞은편 -","-"
"1011","206335.6","553996.4","206335.6","553996.4","동대문구-91","동대문구","휘경동(전동중학교 정문 맞은편) -","-"
"1012","206086.0","554330.7","206086.0","554330.7","동대문구-92","동대문구","장안벚꽃로 맞은편 337","장안벚꽃로"
"1013","206086.3","554690.7","206086.3","554690.7","동대문구-93","동대문구","한천로 앞 지하차도  329","한천로"
"1014","205930.1","555675.4","205930.1","555675.4","동대문구-94","동대문구","이문로42길 앞 91","이문로"
"1015","205873.7","555693.2","205873.7","555693.2","동대문구-95","동대문구","신이문로12길 앞 79","신이문로"
"1016","205820.0","555447.0","205820.0","555447.0","동대문구-96","동대문구","외대역동로 앞 123","외대역동로"
"1017","205764.0","555470.0","205764.0","555470.0","동대문구-97","동대문구","휘경로3길 앞 공원 앞 2","휘경로"
"1018","205644.7","555035.4","205644.7","555035.4","동대문구-98","동대문구","휘경로 앞 지하차도입구  37","휘경로"
"1019","205310.5","555207.2","205310.5","555207.2","동대문구-99","동대문구","이문로(외국어대학교 정문앞) 107","이문로"
"1020","205486.8","555848.1","205486.8","555848.1","동대문구-100","동대문구","이문로 앞 176-1","이문로"
"1021","205478.8","555850.4","205478.8","555850.4","동대문구-101","동대문구","이문로 앞 179","이문로"
"1022","205722.0","555930.0","205722.0","555930.0","동대문구-102","동대문구","신이문로 앞 24","신이문로"
"1023","204752.1","554325.3","204752.1","554325.3","동대문구-103","동대문구","망우로 앞  5","망우로"
"1024","204800.4","554292.3","204800.4","554292.3","동대문구-104","동대문구","망우로 앞 1","망우로"
"1025","205908.7","553235.1","205908.7","553235.1","동대문구-105","동대문구","전농로(전곡초교앞배봉초교 육교 ) 172","전농로"
"1026","205913.2","553217.7","205913.2","553217.7","동대문구-106","동대문구","전농로(배봉초교 육교 ) 169","전농로"
